Date,Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Diamond Princess,District of Columbia,Florida,Georgia,Grand Princess,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-02-05,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-06,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-07,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-08,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-09,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-10,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-11,,,,0.0,,0.16666666666666674,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-12,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-13,,,,0.0,,0.1428571428571428,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-14,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-15,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-16,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-17,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-18,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-19,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-20,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-21,,,,0.0,,0.25,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-22,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-23,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-24,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-25,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-26,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-27,,,,0.0,,0.10000000000000009,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-28,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
2020-02-29,,,,0.0,,0.09090909090909083,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,inf,,,,,,,,,,,,6.0,,,
2020-03-01,,,,0.0,,0.0,,,,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,,,,,,,,,,,0.0,,,inf,,,,,,,,,0.5714285714285714,,,
2020-03-02,,,,0.0,,0.75,,,,,,inf,,,,,,0.33333333333333326,,,,,,,,0.0,,,,,,,,inf,,,,inf,,,,,2.0,,,1.0,,,,,,,,,0.6363636363636365,,,
2020-03-03,,,,0.0,,0.19047619047619047,,,,,,1.0,inf,,,,,0.0,,,,,,,,0.33333333333333326,,,,,,,,1.0,,,inf,0.0,,,,,0.0,,,0.0,,,,,,,,,0.5,,,
2020-03-04,,,,0.0,,0.3999999999999999,,,,,,0.0,0.0,,,,,0.0,,,,,,,,0.5,,,,,,,,0.0,,,9.0,0.0,,,,,0.0,,,0.0,,,,,,,,,0.4444444444444444,,,
2020-03-05,,,,0.0,,0.4571428571428571,inf,,,,,0.5,0.0,,,,,0.25,,,,,,,,1.3333333333333335,,,,,,,inf,0.0,inf,,1.1,0.0,,,,,0.0,,,0.0,,,inf,inf,,,,,0.7948717948717949,,,
2020-03-06,,,,1.0,,0.15686274509803932,3.0,,,,,0.0,0.5,,,,,0.0,inf,,,inf,,,inf,1.0,,inf,,,,inf,1.0,0.0,0.0,,0.1428571428571428,1.0,,,,,0.0,inf,,0.0,,,0.0,0.33333333333333326,,,,,0.11428571428571432,,,
2020-03-07,,,,1.0,,0.3728813559322033,0.0,,,,,1.3333333333333335,0.6666666666666667,,,inf,,0.19999999999999996,0.0,,,0.0,,,0.0,1.5714285714285716,,0.0,,,,0.0,0.0,0.0,1.0,,2.1666666666666665,0.0,,,,inf,1.0,0.0,,0.5,inf,,0.0,1.0,inf,,,,0.3076923076923077,,,
2020-03-08,,,,0.0,,0.1728395061728396,0.0,,,,,0.4285714285714286,0.0,,,0.0,,0.16666666666666674,1.0,,inf,0.0,,,0.6666666666666667,0.26388888888888884,,0.0,,inf,,0.0,1.0,1.0,0.25,,0.381578947368421,0.0,,,,0.0,1.3333333333333335,2.0,,0.0,0.0,,2.0,0.375,0.0,inf,,inf,0.196078431372549,,,
2020-03-09,,,,0.0,,0.06315789473684208,0.5,,,,,0.30000000000000004,1.0,,,0.0,,0.0,0.5,inf,0.0,3.0,,,0.0,0.05494505494505497,,1.0,,0.0,,2.0,0.0,0.0,0.0,,0.3142857142857143,2.5,,,,0.0,0.0,0.16666666666666674,,0.0,0.5,,0.0,0.18181818181818188,0.0,0.0,,0.0,0.0,,,
2020-03-10,,,,0.5,,0.4257425742574257,0.41666666666666674,inf,,,,0.15384615384615374,0.7,,,2.0,,0.7142857142857142,1.0,1.6666666666666665,0.0,0.25,,,0.6000000000000001,0.14583333333333326,,0.0,,0.0,,0.0,0.0,0.0,2.0,,0.10144927536231885,0.0,,,inf,1.0,0.0,0.7142857142857142,,0.0,1.3333333333333335,,0.0,0.23076923076923084,1.0,0.0,,3.0,0.3688524590163935,,inf,
2020-03-11,,,,0.5,,0.23611111111111116,1.0,2.0,inf,,,0.6000000000000001,0.3529411764705883,,,-0.33333333333333337,,1.0833333333333335,0.8333333333333333,0.625,0.0,0.6000000000000001,inf,,0.125,0.19999999999999996,inf,1.5,,0.0,,0.6666666666666667,0.75,0.25,0.5333333333333334,inf,0.42105263157894735,0.2857142857142858,,,0.33333333333333326,0.0,0.3571428571428572,0.33333333333333326,,0.6666666666666667,0.4285714285714286,inf,2.0,0.3125,0.5,0.0,,0.125,0.688622754491018,,0.33333333333333326,
2020-03-12,,,,0.0,,0.2415730337078652,0.4411764705882353,0.6666666666666667,0.0,,,0.25,0.34782608695652173,,,0.0,,0.28,0.18181818181818188,0.07692307692307687,3.0,0.25,2.8,inf,0.33333333333333326,0.21969696969696972,0.5,0.8,inf,0.0,,1.0,0.4285714285714286,0.19999999999999996,0.26086956521739135,0.6666666666666667,0.37037037037037046,0.8888888888888888,inf,,0.25,0.5,0.26315789473684204,0.375,,-0.4,-0.30000000000000004,-0.125,1.0,0.2857142857142858,0.0,1.0,,0.33333333333333326,0.5673758865248226,,1.0,inf
2020-03-13,inf,inf,,0.0,inf,0.2714932126696832,0.5918367346938775,1.2000000000000002,3.0,,,0.6666666666666667,0.35483870967741926,,,0.0,inf,0.4375,0.0,0.2142857142857142,0.5,0.3999999999999999,0.5263157894736843,2.0,0.5,0.3788819875776397,7.0,0.5555555555555556,5.0,3.0,inf,0.3999999999999999,0.8,0.0,0.6896551724137931,1.0,0.2804054054054055,0.2941176470588236,0.0,,1.4,0.0,0.25,0.8636363636363635,,3.0,0.1428571428571428,0.1428571428571428,0.4444444444444444,0.6296296296296295,2.0,0.0,,1.25,0.2850678733031675,,1.375,0.0
2020-03-14,0.3999999999999999,0.0,,0.33333333333333326,0.33333333333333326,0.3238434163701067,0.3205128205128205,1.0909090909090908,0.5,,,0.52,0.7380952380952381,,,1.0,1.0,0.3913043478260869,0.23076923076923084,0.0,0.33333333333333326,0.1428571428571428,1.6551724137931036,0.0,0.5,0.3288288288288288,0.5,0.5,0.0,0.0,4.0,0.2857142857142858,0.11111111111111116,0.16666666666666674,0.40816326530612246,0.30000000000000004,0.4696569920844327,0.4545454545454546,0.0,,1.1666666666666665,0.33333333333333326,0.19999999999999996,0.14634146341463405,,0.6666666666666667,1.375,0.0,0.23076923076923084,0.36363636363636354,0.11111111111111116,1.5,,0.37037037037037046,0.130281690140845,,0.42105263157894735,1.0
2020-03-15,0.5714285714285714,0.0,,0.0,-0.75,0.0026881720430107503,0.3203883495145632,0.04347826086956519,0.0,,,0.3157894736842106,0.3561643835616439,,,0.5,1.0,0.03125,0.25,0.05882352941176472,0.0,0.125,0.1298701298701299,-0.33333333333333337,-0.11111111111111116,0.2305084745762711,0.25,0.0,0.0,0.25,0.19999999999999996,-0.05555555555555558,0.0,0.0,0.04347826086956519,0.0,0.13644524236983835,0.03125,0.0,,0.15384615384615374,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.050000000000000044,0.8,0.0,,0.0,-0.06074766355140182,,0.03703703703703698,0.0
2020-03-16,1.6363636363636362,0.0,,0.5,0.0,0.4932975871313674,0.18382352941176472,0.7083333333333333,0.33333333333333326,,inf,0.010000000000000009,0.22222222222222232,inf,inf,0.33333333333333326,0.0,0.25757575757575757,0.25,0.2777777777777777,0.375,0.16666666666666674,0.32183908045977017,7.5,0.75,0.4104683195592287,0.6888888888888889,1.5238095238095237,1.0,0.6000000000000001,0.0,0.05882352941176472,1.25,1.4285714285714284,1.4444444444444446,0.6153846153846154,0.5181674565560821,0.18181818181818188,0.0,,0.6666666666666667,1.5,0.08333333333333326,0.6808510638297873,inf,0.050000000000000044,0.5789473684210527,0.25,0.625,0.3492063492063493,0.5555555555555556,1.4,inf,0.32432432432432434,0.29187396351575456,,0.7142857142857142,0.0
2020-03-17,0.3448275862068966,3.0,,0.11111111111111116,0.0,0.25673249551166966,0.1366459627329193,0.6585365853658536,1.0,inf,0.0,0.8811881188118811,0.20661157024793386,0.050000000000000044,0.0,0.25,1.0,0.9397590361445782,0.19999999999999996,0.0,0.6363636363636365,0.23809523809523814,0.7043478260869565,0.5294117647058822,0.4285714285714286,0.484375,0.18421052631578938,0.1132075471698113,0.75,0.75,0.33333333333333326,0.2777777777777777,0.22222222222222232,0.5294117647058822,0.4204545454545454,0.09523809523809534,0.4640998959417273,0.5897435897435896,2.0,,0.3400000000000001,0.7,0.6923076923076923,0.4177215189873418,0.0,0.09523809523809534,0.5666666666666667,0.10000000000000009,0.42307692307692313,0.2941176470588236,0.3928571428571428,0.0,1.0,0.36734693877551017,0.2259306803594352,,0.5208333333333333,4.5
2020-03-18,0.3076923076923077,1.25,,0.3500000000000001,0.33333333333333326,0.18714285714285706,0.180327868852459,0.41176470588235303,0.1875,0.0,0.40909090909090917,0.6105263157894736,0.34931506849315075,0.0,0.6666666666666667,0.5,0.125,0.68944099378882,0.2666666666666666,0.6521739130434783,0.22222222222222232,0.07692307692307687,0.31122448979591844,0.34615384615384626,0.41666666666666674,0.34078947368421053,0.7666666666666666,0.30508474576271194,0.6190476190476191,0.5,0.25,0.04347826086956519,0.0,0.42307692307692313,0.5880000000000001,0.21739130434782616,0.7818052594171998,0.6774193548387097,1.0,,0.32835820895522394,0.0,0.13636363636363646,0.3839285714285714,0.0,0.4347826086956521,0.27659574468085113,0.0,0.3513513513513513,0.7818181818181817,0.20512820512820507,0.08333333333333326,0.0,0.17910447761194037,0.07015706806282718,inf,0.5205479452054795,0.4545454545454546
2020-03-19,0.5294117647058822,0.33333333333333326,,0.6666666666666667,14.5,0.21419975932611313,0.287037037037037,0.65625,0.5789473684210527,0.0,0.29032258064516125,0.41176470588235303,0.4568527918781726,0.04761904761904767,1.4,0.6666666666666667,1.5555555555555554,0.5514705882352942,0.5789473684210527,0.1578947368421053,0.5909090909090908,0.7857142857142858,0.5252918287937742,0.48571428571428577,0.2588235294117647,0.2728164867517173,0.9748427672955975,0.1558441558441559,0.47058823529411775,1.0,0.10000000000000009,0.20833333333333326,0.7272727272727273,0.1351351351351351,0.8664987405541562,0.25,0.683685680095732,0.46153846153846145,2.1666666666666665,,0.3370786516853932,1.5882352941176472,0.17333333333333334,0.3290322580645162,0.0,0.33333333333333326,0.33333333333333326,0.2727272727272727,0.54,0.5612244897959184,0.31914893617021267,0.6923076923076923,0.5,0.30379746835443044,0.34442270058708413,1.0,0.43243243243243246,0.125
2020-03-20,0.35897435897435903,0.25,,0.5111111111111111,0.6129032258064515,0.23191278493557976,0.3093525179856116,0.22012578616352196,0.30000000000000004,0.042553191489361764,0.7749999999999999,0.3055555555555556,0.6898954703832754,0.045454545454545414,0.16666666666666674,0.43999999999999995,0.5652173913043479,0.38625592417061605,0.43333333333333335,0.022727272727272707,0.37142857142857144,0.28,0.3698979591836735,0.07692307692307687,0.39252336448598135,0.2983808789514264,0.5,0.2696629213483146,0.6000000000000001,0.8809523809523809,0.8181818181818181,0.27586206896551735,0.6947368421052631,0.26190476190476186,0.20107962213225372,0.19999999999999996,0.8147358445865909,0.368421052631579,0.368421052631579,,0.45378151260504196,0.11363636363636354,0.2954545454545454,0.5097087378640777,1.7999999999999998,0.2272727272727273,0.575,0.0,0.44805194805194803,0.4019607843137254,0.532258064516129,0.3181818181818181,0.0,0.1941747572815533,0.10917030567685582,3.0,0.37735849056603765,0.16666666666666674
2020-03-21,0.23584905660377364,0.06666666666666665,,0.5294117647058822,0.21999999999999997,0.13596138374899436,0.30494505494505497,0.0,0.15384615384615374,0.0,0.380281690140845,0.3528368794326242,0.14432989690721643,0.0,0.0714285714285714,0.0,0.16666666666666674,0.28717948717948727,0.4883720930232558,0.5333333333333334,0.1875,0.359375,0.42085661080074477,0.25,0.2953020134228188,0.19121140142517823,0.3269639065817409,0.18584070796460184,0.75,0.12658227848101267,0.3500000000000001,0.027027027027026973,0.0,0.15094339622641506,0.49101123595505625,0.30952380952380953,0.3590078328981723,0.3798076923076923,0.07692307692307687,,0.4277456647398843,0.08163265306122458,0.20175438596491224,0.28295819935691324,0.5,0.22222222222222232,0.38095238095238093,0.0,0.36322869955156944,0.35664335664335667,0.24210526315789482,0.6896551724137931,1.0,0.2764227642276422,0.1765091863517061,0.5,0.28767123287671237,0.09523809523809534
2020-03-22,0.1984732824427482,0.625,,0.46153846153846145,0.3524590163934427,0.16926345609065163,0.2526315789473683,0.6855670103092784,0.24444444444444446,0.0,0.04081632653061229,0.31585845347313235,0.11891891891891881,0.30434782608695654,0.8,0.4722222222222223,0.0,0.39309428950863223,0.59375,0.30434782608695654,0.14035087719298245,0.1839080459770115,0.09698558322411532,0.27142857142857135,0.2642487046632125,0.14257228315054826,0.8096000000000001,0.24626865671641784,0.47857142857142865,0.3707865168539326,0.2592592592592593,0.3421052631578947,0.18012422360248448,0.19672131147540983,0.44235116804822905,0.036363636363636376,0.4592699327569645,0.132404181184669,0.0,,0.4412955465587045,0.26415094339622636,0.17518248175182483,0.2756892230576442,0.09523809523809534,0.25757575757575757,0.12643678160919536,0.5,0.29276315789473695,0.10481099656357395,0.3728813559322033,0.061224489795918435,0.0,0.4012738853503184,0.11377579475738986,0.33333333333333326,0.35106382978723394,0.13043478260869557
2020-03-23,0.24840764331210186,0.5,,0.5460526315789473,0.16363636363636358,0.2798304058146577,0.21512605042016797,0.2691131498470949,0.2142857142857142,0.0,0.17647058823529416,0.22211155378486058,0.24315619967793878,-0.06666666666666665,0.07407407407407418,0.05660377358490565,0.6190476190476191,0.2249761677788369,0.32352941176470584,0.16666666666666674,0.2923076923076924,0.1941747572815533,0.40023894862604537,0.202247191011236,0.18852459016393452,0.26527050610820235,0.2855879752431476,0.4011976047904191,0.2028985507246377,0.8442622950819672,0.0,0.0,0.2894736842105263,0.3835616438356164,0.48589341692789967,0.45614035087719307,0.3747613718649201,0.30153846153846153,0.0714285714285714,,0.2443820224719102,0.20895522388059695,0.18633540372670798,0.3713163064833005,0.34782608695652173,0.27710843373493965,0.5204081632653061,0.33333333333333326,0.5623409669211197,0.17884914463452573,0.5864197530864197,0.4423076923076923,0.16666666666666674,0.15454545454545454,0.11216825237856787,0.0,0.11548556430446189,0.0
2020-03-24,0.23469387755102034,0.10256410256410264,,0.3872340425531915,0.140625,0.20302886890676763,0.2614107883817427,0.4891566265060241,0.5294117647058822,0.0,0.17500000000000004,0.15077424612876933,0.32901554404145084,0.0,0.10344827586206895,0.6071428571428572,0.19117647058823528,0.19610894941634238,0.36296296296296293,0.18095238095238098,0.19047619047619047,0.3170731707317074,0.1843003412969284,0.10280373831775691,0.20344827586206904,0.24758620689655175,0.33562585969738645,0.11538461538461542,0.285140562248996,0.2933333333333332,0.5,0.2941176470588236,0.13469387755102047,0.0,0.29219409282700415,0.20481927710843384,0.22969737598161277,0.28605200945626486,0.19999999999999996,,0.27990970654627545,0.308641975308642,0.09947643979057585,0.3553008595988538,0.25806451612903225,0.16981132075471694,0.1476510067114094,0.0714285714285714,0.2573289902280129,0.25989445910290243,0.1595330739299612,0.2666666666666666,1.4285714285714284,0.15354330708661412,0.048176497073390445,0.375,0.131764705882353,0.11538461538461542
2020-03-25,0.5743801652892562,0.16279069767441867,,0.23006134969325154,0.27853881278538806,0.18371361132966157,0.1918859649122806,0.4158576051779934,0.14423076923076916,0.0,0.3262411347517731,0.19121813031161472,0.21539961013645215,0.0,0.15625,0.011111111111111072,0.1234567901234569,0.2134027325959662,0.2961956521739131,0.17741935483870974,0.3400000000000001,0.21604938271604945,0.29322766570605197,0.20338983050847448,0.2177650429799427,0.2067440574903261,0.27085478887744596,0.09578544061302674,0.1781250000000001,0.3127147766323024,0.27450980392156854,0.07575757575757569,0.1618705035971224,0.06930693069306937,0.19782312925170076,0.1299999999999999,0.20092675518866088,0.21507352941176472,0.25,,0.24162257495590822,0.5471698113207548,0.2666666666666666,0.33192389006342493,0.3076923076923077,0.06451612903225801,0.23976608187134496,0.3666666666666667,0.18652849740932642,0.28691099476439796,0.14093959731543615,0.3157894736842106,0.0,0.3515358361774743,0.11297250859106533,0.7727272727272727,0.2910602910602911,0.5172413793103448
2020-03-26,0.3569553805774279,0.28,,0.2668329177057356,0.1964285714285714,0.2994350282485876,0.3155473781048759,0.15657142857142858,0.09243697478991586,0.0,0.23529411764705888,0.401307966706302,0.22293504410585396,0.0,0.21621621621621623,0.04395604395604402,0.6043956043956045,0.36085790884718505,0.35220125786163514,0.226027397260274,0.28358208955223874,0.25380710659898487,0.2835654596100279,0.09154929577464799,0.371764705882353,0.21415483279890069,0.22852512155591564,0.2027972027972027,0.28647214854111414,0.5104712041884816,0.3846153846153846,0.04225352112676051,0.30030959752321973,0.2685185185185186,0.5620172648796002,0.0,0.21257417074673324,0.19667170953101354,0.1333333333333333,,0.23295454545454541,0.5121951219512195,0.18796992481203012,0.42460317460317465,0.2549019607843137,0.25,0.0,0.12195121951219523,0.19759825327510927,0.2717656631407648,0.16470588235294126,0.264,0.0,0.17676767676767668,0.23774604399845622,0.33333333333333326,0.17230273752012892,0.20454545454545459
2020-03-27,0.1353965183752417,0.171875,,0.3090551181102361,0.13731343283582098,0.1966751918158567,0.21538461538461529,0.27569169960474316,0.25384615384615383,0.0,0.17316017316017307,0.23037759864234197,0.3114754098360655,0.0,0.1333333333333333,0.11578947368421044,0.40410958904109595,0.1914893617021276,0.5178294573643412,0.3128491620111731,0.19767441860465107,0.21862348178137658,0.19097222222222232,0.08387096774193559,0.32933104631217835,0.17751367666478024,0.2691292875989446,0.15116279069767447,0.1938144329896907,0.28942807625649913,0.21111111111111103,0.10810810810810811,0.2761904761904761,0.15328467153284664,0.2834496800465387,0.20353982300884965,0.19530978420728928,0.21744627054361576,0.33333333333333326,,0.30990783410138256,0.2983870967741935,0.31645569620253156,0.30640668523676884,0.234375,0.23030303030303023,0.27830188679245293,0.26086956521739135,0.20145852324521418,0.23928342930262314,0.19191919191919182,0.16455696202531644,0.11764705882352944,0.30257510729613735,0.08419083255378856,0.46153846153846145,0.2719780219780219,0.320754716981132
2020-03-28,0.18228279386712098,0.22666666666666657,,0.1624060150375939,0.0734908136482939,0.09211369950844195,0.18584579976985038,0.18048024786986838,0.31288343558282206,0.0,0.12177121771217703,0.2975862068965518,0.18300000000000005,2.6785714285714284,0.07843137254901955,0.4056603773584906,0.14146341463414625,0.15443121693121697,0.25944841675178765,0.2680851063829788,0.2912621359223302,0.2624584717607974,0.20809037900874627,0.25595238095238093,0.28387096774193554,0.10525472604934305,0.2707900207900207,0.11363636363636354,0.14507772020725396,0.16129032258064524,0.1834862385321101,0.1707317073170731,0.16791044776119413,0.18354430379746844,0.2605099150141643,0.5294117647058822,0.1722332833717366,0.1474558670820354,0.38235294117647056,,0.23658751099384334,0.170807453416149,0.1514423076923077,0.21321961620469088,0.26582278481012667,0.17733990147783252,0.21771217712177116,0.17241379310344818,0.14643399089529585,0.26742385131646884,0.27542372881355925,0.1467391304347827,0.1578947368421053,0.21911037891268537,0.15904515386827733,0.26315789473684204,0.13930885529157666,0.17142857142857149
2020-03-29,0.1887608069164266,0.2065217391304348,,0.18887451487710227,0.041564792176039145,0.147358121330724,0.11984473556525965,0.30774278215223094,0.08411214953271018,0.0,0.125,0.12835503587563113,0.12045646661031273,0.0,0.018181818181818077,0.0,0.2008547008547008,0.3165282154110569,0.22708840227088412,0.12751677852348986,0.24060150375939848,0.15263157894736845,0.0678733031674208,0.19905213270142186,0.24522613065326637,0.0758080881287142,0.17648261758691208,0.14058956916099774,0.14479638009049767,0.0810185185185186,0.193798449612403,0.125,0.4696485623003195,0.14438502673796783,0.20334412081984898,0.13942307692307687,0.13832061068702295,0.11674208144796383,0.042553191489361764,,0.17567567567567566,0.13793103448275867,0.14405010438413357,0.20632688927943765,0.27,0.2301255230125523,0.17272727272727262,0.32352941176470584,0.13831899404367975,0.13727087576374752,0.1960132890365449,0.11374407582938395,0.045454545454545414,0.20270270270270263,0.10794044665012414,0.17708333333333326,0.10331753554502376,0.04878048780487809
2020-03-30,0.08969696969696961,0.072072072072072,,0.2589771490750816,0.11032863849765251,0.22036500085280575,0.13821490467937614,0.2900150526843954,0.13793103448275867,0.0,0.17251461988304095,0.28897786151672156,0.05922293474160689,0.0,0.03571428571428581,0.17449664429530198,0.209964412811388,0.10008703220191473,0.18043621943159294,0.26190476190476186,0.1272727272727272,0.09360730593607314,0.13700564971751406,0.08695652173913038,0.1404358353510895,0.166801401239558,0.18251347123240058,0.14512922465208744,0.11594202898550732,0.38008565310492504,0.11038961038961048,0.34259259259259256,0.10000000000000009,0.4672897196261683,0.24279097564619745,0.0,0.11760662553648071,0.15559157212317665,0.11224489795918369,,0.1693889897156684,0.1212121212121211,0.1058394160583942,0.21066433566433562,0.3700787401574803,0.3877551020408163,0.19509043927648584,0.12222222222222223,0.11453488372093013,0.12714899713467043,0.10833333333333339,0.08936170212765959,0.30434782608695654,0.146067415730337,0.10257558790593513,0.2831858407079646,0.05670103092783507,0.09302325581395343
