Date,Apache,Cochise,Coconino,Gila,Graham,Greenlee,La Paz,Maricopa,Mohave,Navajo,Out of AZ,Pima,Pinal,Santa Cruz,Unassigned,Yavapai,Yuma
2020-04-14,8.0,-1.0,17.0,0.0,0.0,0.0,0.0,36.0,5.0,10.0,0.0,17.0,7.0,0.0,0.0,5.0,0.0
2020-04-15,13.0,0.0,-4.0,0.0,0.0,0.0,1.0,90.0,0.0,35.0,0.0,15.0,7.0,2.0,0.0,-4.0,0.0
2020-04-16,8.0,3.0,33.0,2.0,0.0,0.0,0.0,118.0,6.0,20.0,0.0,60.0,15.0,2.0,0.0,2.0,4.0
2020-04-17,23.0,2.0,5.0,0.0,0.0,0.0,0.0,140.0,0.0,25.0,0.0,59.0,15.0,0.0,0.0,1.0,4.0
2020-04-18,28.0,2.0,10.0,2.0,0.0,0.0,0.0,87.0,1.0,17.0,0.0,37.0,23.0,2.0,0.0,3.0,1.0
2020-04-19,9.0,2.0,19.0,0.0,0.0,0.0,0.0,98.0,2.0,7.0,0.0,57.0,12.0,3.0,0.0,0.0,0.0
2020-04-20,24.0,4.0,4.0,1.0,0.0,0.0,0.0,47.0,2.0,14.0,0.0,28.0,9.0,1.0,0.0,-1.0,2.0
2020-04-21,24.0,1.0,5.0,1.0,0.0,0.0,1.0,102.0,3.0,12.0,0.0,22.0,12.0,3.0,0.0,1.0,1.0
2020-04-22,9.0,2.0,11.0,1.0,0.0,0.0,0.0,108.0,3.0,42.0,0.0,10.0,15.0,5.0,0.0,1.0,10.0
2020-04-23,33.0,0.0,19.0,2.0,2.0,0.0,0.0,124.0,7.0,37.0,0.0,53.0,20.0,0.0,0.0,2.0,0.0
2020-04-24,28.0,3.0,19.0,-1.0,3.0,0.0,2.0,146.0,4.0,19.0,0.0,34.0,14.0,2.0,0.0,0.0,0.0
2020-04-25,18.0,2.0,11.0,0.0,-1.0,0.0,-1.0,118.0,8.0,29.0,0.0,30.0,15.0,0.0,0.0,1.0,11.0
2020-04-26,22.0,0.0,18.0,0.0,1.0,0.0,0.0,125.0,7.0,13.0,0.0,46.0,10.0,0.0,0.0,0.0,6.0
2020-04-27,26.0,0.0,5.0,0.0,2.0,0.0,0.0,98.0,8.0,3.0,0.0,28.0,17.0,0.0,0.0,1.0,3.0
2020-04-28,18.0,1.0,14.0,0.0,0.0,0.0,0.0,121.0,3.0,37.0,0.0,24.0,6.0,1.0,0.0,0.0,5.0
2020-04-29,12.0,1.0,14.0,1.0,1.0,0.0,1.0,145.0,6.0,17.0,0.0,27.0,22.0,0.0,0.0,2.0,5.0
2020-04-30,57.0,1.0,33.0,1.0,6.0,0.0,6.0,249.0,12.0,30.0,0.0,26.0,10.0,2.0,0.0,0.0,13.0
2020-05-01,29.0,0.0,12.0,0.0,1.0,0.0,1.0,184.0,5.0,29.0,0.0,26.0,20.0,0.0,0.0,3.0,4.0
2020-05-02,29.0,0.0,14.0,1.0,0.0,0.0,-1.0,265.0,5.0,25.0,0.0,33.0,18.0,1.0,0.0,5.0,0.0
2020-05-03,19.0,0.0,15.0,0.0,1.0,0.0,0.0,164.0,8.0,11.0,0.0,26.0,21.0,0.0,0.0,2.0,9.0
2020-05-04,23.0,0.0,13.0,0.0,0.0,0.0,0.0,166.0,6.0,23.0,0.0,20.0,12.0,0.0,0.0,4.0,17.0
2020-05-05,27.0,0.0,21.0,0.0,1.0,0.0,2.0,178.0,6.0,69.0,0.0,33.0,10.0,1.0,0.0,33.0,0.0
2020-05-06,36.0,1.0,27.0,1.0,0.0,0.0,2.0,209.0,3.0,23.0,0.0,46.0,19.0,2.0,0.0,14.0,19.0
2020-05-07,18.0,0.0,30.0,2.0,0.0,0.0,2.0,58.0,8.0,20.0,0.0,40.0,33.0,1.0,0.0,12.0,14.0
2020-05-08,41.0,1.0,41.0,2.0,-1.0,0.0,2.0,329.0,13.0,33.0,0.0,55.0,36.0,0.0,0.0,18.0,11.0
2020-05-09,39.0,0.0,20.0,0.0,1.0,0.0,0.0,254.0,7.0,36.0,0.0,34.0,19.0,2.0,0.0,5.0,17.0
2020-05-10,6.0,0.0,20.0,0.0,0.0,0.0,1.0,48.0,15.0,2.0,0.0,31.0,15.0,4.0,0.0,2.0,15.0
2020-05-11,11.0,1.0,14.0,0.0,0.0,0.0,0.0,161.0,5.0,23.0,0.0,17.0,20.0,1.0,0.0,3.0,8.0
2020-05-12,17.0,1.0,7.0,0.0,1.0,0.0,-1.0,231.0,9.0,11.0,0.0,21.0,16.0,6.0,0.0,26.0,8.0
2020-05-13,73.0,0.0,52.0,0.0,1.0,0.0,3.0,122.0,6.0,82.0,0.0,38.0,7.0,-1.0,0.0,21.0,76.0
2020-05-14,42.0,1.0,23.0,2.0,0.0,0.0,2.0,258.0,7.0,51.0,0.0,35.0,7.0,12.0,0.0,16.0,2.0
2020-05-15,68.0,1.0,28.0,1.0,0.0,0.0,9.0,222.0,22.0,27.0,0.0,54.0,20.0,7.0,0.0,11.0,25.0
2020-05-16,35.0,1.0,16.0,0.0,-1.0,0.0,1.0,275.0,8.0,61.0,0.0,31.0,8.0,3.0,0.0,6.0,53.0
2020-05-17,19.0,0.0,27.0,0.0,0.0,0.0,1.0,144.0,0.0,35.0,0.0,33.0,15.0,3.0,0.0,2.0,0.0
2020-05-18,7.0,0.0,35.0,0.0,0.0,0.0,0.0,100.0,1.0,12.0,0.0,11.0,9.0,3.0,0.0,5.0,80.0
2020-05-19,35.0,0.0,42.0,0.0,0.0,1.0,0.0,142.0,11.0,35.0,0.0,63.0,18.0,19.0,0.0,2.0,0.0
2020-05-20,57.0,0.0,18.0,0.0,1.0,0.0,2.0,162.0,5.0,41.0,0.0,15.0,4.0,5.0,0.0,4.0,16.0
2020-05-21,41.0,5.0,11.0,0.0,0.0,0.0,5.0,191.0,10.0,60.0,0.0,41.0,8.0,21.0,0.0,0.0,49.0
2020-05-22,18.0,5.0,7.0,2.0,0.0,0.0,3.0,115.0,11.0,49.0,0.0,30.0,17.0,8.0,0.0,11.0,0.0
2020-05-23,5.0,2.0,21.0,-1.0,0.0,0.0,1.0,227.0,15.0,21.0,0.0,28.0,2.0,12.0,0.0,0.0,96.0
2020-05-24,47.0,1.0,19.0,1.0,0.0,0.0,1.0,100.0,1.0,32.0,0.0,25.0,4.0,26.0,0.0,1.0,66.0
2020-05-25,0.0,0.0,9.0,0.0,3.0,0.0,1.0,102.0,15.0,20.0,0.0,19.0,9.0,17.0,0.0,3.0,0.0
2020-05-26,23.0,5.0,13.0,0.0,0.0,0.0,0.0,69.0,10.0,7.0,0.0,29.0,2.0,1.0,0.0,3.0,127.0
2020-05-27,36.0,-1.0,25.0,1.0,1.0,0.0,3.0,179.0,10.0,102.0,0.0,44.0,11.0,1.0,0.0,1.0,41.0
2020-05-28,40.0,4.0,12.0,0.0,1.0,1.0,-1.0,269.0,11.0,26.0,0.0,48.0,11.0,37.0,0.0,2.0,98.0
2020-05-29,124.0,0.0,26.0,3.0,1.0,0.0,1.0,216.0,19.0,74.0,0.0,67.0,26.0,37.0,0.0,1.0,0.0
2020-05-30,77.0,5.0,19.0,2.0,1.0,0.0,16.0,410.0,14.0,81.0,0.0,56.0,23.0,35.0,0.0,1.0,46.0
2020-05-31,33.0,2.0,28.0,1.0,4.0,2.0,8.0,293.0,13.0,33.0,0.0,78.0,26.0,33.0,0.0,1.0,123.0
2020-06-01,2.0,2.0,4.0,0.0,0.0,0.0,1.0,122.0,7.0,7.0,0.0,14.0,2.0,0.0,0.0,0.0,32.0
2020-06-02,43.0,13.0,18.0,4.0,5.0,2.0,13.0,599.0,6.0,84.0,0.0,114.0,44.0,35.0,0.0,3.0,152.0
2020-06-03,17.0,5.0,13.0,2.0,4.0,0.0,-1.0,532.0,13.0,37.0,0.0,131.0,31.0,73.0,0.0,4.0,231.0
2020-06-04,51.0,11.0,35.0,2.0,-3.0,0.0,19.0,161.0,6.0,48.0,0.0,42.0,8.0,24.0,0.0,3.0,123.0
2020-06-05,19.0,15.0,27.0,3.0,2.0,1.0,39.0,862.0,19.0,62.0,0.0,214.0,70.0,41.0,0.0,7.0,172.0
2020-06-06,36.0,2.0,19.0,1.0,-1.0,0.0,9.0,670.0,38.0,48.0,0.0,67.0,49.0,27.0,0.0,12.0,35.0
2020-06-07,35.0,19.0,15.0,2.0,1.0,1.0,23.0,737.0,15.0,46.0,0.0,148.0,45.0,69.0,0.0,1.0,381.0
2020-06-08,5.0,8.0,8.0,1.0,1.0,0.0,2.0,505.0,12.0,31.0,0.0,56.0,15.0,16.0,0.0,3.0,26.0
2020-06-09,15.0,7.0,-1.0,1.0,1.0,0.0,6.0,371.0,1.0,24.0,0.0,7.0,37.0,18.0,0.0,10.0,121.0
2020-06-10,64.0,11.0,21.0,1.0,3.0,0.0,16.0,908.0,39.0,135.0,0.0,189.0,45.0,55.0,0.0,8.0,61.0
2020-06-11,76.0,4.0,7.0,1.0,3.0,2.0,6.0,736.0,11.0,91.0,0.0,129.0,72.0,117.0,0.0,11.0,149.0
2020-06-12,40.0,7.0,28.0,5.0,0.0,-1.0,6.0,992.0,21.0,33.0,0.0,149.0,82.0,28.0,0.0,8.0,374.0
2020-06-13,40.0,28.0,15.0,5.0,0.0,0.0,4.0,781.0,2.0,78.0,0.0,261.0,137.0,81.0,0.0,7.0,182.0
2020-06-14,5.0,10.0,8.0,11.0,2.0,0.0,0.0,901.0,3.0,29.0,0.0,21.0,0.0,56.0,0.0,0.0,0.0
2020-06-15,3.0,5.0,5.0,17.0,0.0,1.0,1.0,680.0,29.0,17.0,0.0,34.0,68.0,18.0,0.0,0.0,260.0
2020-06-16,21.0,20.0,20.0,4.0,5.0,0.0,16.0,1403.0,6.0,113.0,0.0,385.0,159.0,116.0,0.0,10.0,63.0
2020-06-17,2.0,7.0,17.0,8.0,1.0,0.0,0.0,1497.0,12.0,22.0,0.0,56.0,66.0,61.0,0.0,3.0,0.0
2020-06-18,61.0,19.0,29.0,16.0,2.0,1.0,7.0,1608.0,40.0,103.0,0.0,297.0,95.0,45.0,0.0,15.0,170.0
2020-06-19,44.0,65.0,31.0,10.0,1.0,1.0,12.0,2119.0,10.0,54.0,0.0,337.0,242.0,83.0,0.0,15.0,441.0
2020-06-20,13.0,30.0,20.0,18.0,2.0,-1.0,11.0,2304.0,31.0,56.0,0.0,294.0,41.0,54.0,0.0,19.0,325.0
2020-06-21,1.0,1.0,46.0,17.0,2.0,0.0,5.0,1833.0,4.0,25.0,0.0,57.0,186.0,66.0,0.0,20.0,201.0
2020-06-22,4.0,9.0,5.0,16.0,2.0,0.0,6.0,1514.0,2.0,28.0,0.0,217.0,102.0,69.0,0.0,34.0,0.0
2020-06-23,44.0,60.0,54.0,16.0,1.0,3.0,7.0,2233.0,90.0,129.0,0.0,502.0,245.0,39.0,0.0,20.0,336.0
2020-06-24,29.0,9.0,16.0,9.0,5.0,0.0,3.0,1109.0,28.0,82.0,0.0,229.0,74.0,17.0,0.0,11.0,191.0
2020-06-25,41.0,27.0,65.0,15.0,-1.0,1.0,10.0,2143.0,40.0,63.0,0.0,228.0,134.0,49.0,0.0,43.0,233.0
2020-06-26,15.0,41.0,37.0,21.0,5.0,0.0,10.0,2491.0,46.0,56.0,0.0,290.0,123.0,50.0,0.0,33.0,160.0
2020-06-27,0.0,29.0,22.0,12.0,7.0,1.0,6.0,2748.0,35.0,30.0,0.0,250.0,119.0,17.0,2.0,31.0,156.0
2020-06-28,53.0,23.0,84.0,19.0,3.0,0.0,13.0,2588.0,42.0,140.0,0.0,439.0,196.0,44.0,-1.0,40.0,113.0
2020-06-29,6.0,19.0,31.0,3.0,7.0,0.0,4.0,216.0,24.0,33.0,0.0,43.0,32.0,19.0,-1.0,87.0,102.0
2020-06-30,28.0,34.0,35.0,21.0,4.0,0.0,10.0,3414.0,43.0,55.0,0.0,436.0,192.0,54.0,1.0,26.0,330.0
2020-07-01,44.0,43.0,56.0,17.0,12.0,0.0,3.0,3674.0,71.0,78.0,0.0,383.0,203.0,31.0,-1.0,-10.0,273.0
2020-07-02,24.0,21.0,45.0,5.0,9.0,1.0,1.0,2491.0,106.0,41.0,0.0,190.0,131.0,47.0,0.0,43.0,185.0
2020-07-03,13.0,32.0,101.0,11.0,8.0,0.0,5.0,3172.0,94.0,73.0,0.0,447.0,231.0,38.0,0.0,47.0,155.0
2020-07-04,5.0,30.0,20.0,10.0,2.0,-1.0,6.0,1900.0,16.0,31.0,0.0,289.0,98.0,45.0,0.0,20.0,224.0
2020-07-05,16.0,51.0,57.0,19.0,13.0,3.0,6.0,2467.0,26.0,35.0,0.0,308.0,154.0,49.0,0.0,48.0,284.0
2020-07-06,2.0,35.0,26.0,-5.0,12.0,5.0,8.0,2619.0,29.0,21.0,0.0,252.0,209.0,21.0,0.0,19.0,99.0
2020-07-07,30.0,29.0,47.0,12.0,20.0,0.0,3.0,2628.0,35.0,111.0,0.0,311.0,192.0,46.0,0.0,21.0,154.0
2020-07-08,28.0,29.0,13.0,12.0,7.0,0.0,7.0,2585.0,61.0,74.0,0.0,301.0,167.0,13.0,0.0,47.0,176.0
2020-07-09,21.0,21.0,88.0,12.0,1.0,1.0,3.0,3037.0,86.0,61.0,0.0,350.0,197.0,34.0,0.0,21.0,124.0
2020-07-10,14.0,75.0,41.0,39.0,4.0,2.0,10.0,3163.0,101.0,105.0,0.0,337.0,176.0,38.0,0.0,21.0,95.0
2020-07-11,17.0,40.0,48.0,15.0,17.0,3.0,4.0,2153.0,63.0,24.0,0.0,271.0,181.0,29.0,0.0,24.0,149.0
2020-07-12,28.0,29.0,30.0,6.0,3.0,0.0,9.0,1665.0,66.0,58.0,0.0,324.0,101.0,18.0,0.0,41.0,159.0
2020-07-13,1.0,13.0,18.0,1.0,3.0,1.0,3.0,1070.0,6.0,18.0,0.0,89.0,13.0,6.0,0.0,33.0,82.0
2020-07-14,31.0,33.0,48.0,22.0,11.0,0.0,2.0,3017.0,106.0,127.0,0.0,258.0,318.0,22.0,0.0,33.0,245.0
2020-07-15,33.0,36.0,9.0,11.0,3.0,5.0,10.0,2250.0,108.0,47.0,0.0,292.0,173.0,18.0,0.0,40.0,222.0
2020-07-16,14.0,9.0,49.0,3.0,15.0,2.0,0.0,2471.0,63.0,69.0,0.0,291.0,125.0,25.0,0.0,25.0,98.0
2020-07-17,33.0,46.0,38.0,30.0,4.0,-2.0,6.0,2909.0,87.0,71.0,0.0,361.0,177.0,19.0,0.0,45.0,86.0
2020-07-18,44.0,31.0,28.0,39.0,38.0,1.0,6.0,2007.0,34.0,99.0,0.0,212.0,116.0,0.0,0.0,36.0,51.0
2020-07-19,6.0,41.0,17.0,19.0,14.0,1.0,1.0,1601.0,40.0,33.0,0.0,179.0,118.0,35.0,0.0,40.0,214.0
2020-07-20,-1.0,2.0,11.0,3.0,6.0,0.0,0.0,1240.0,12.0,16.0,0.0,145.0,-3.0,35.0,0.0,19.0,74.0
2020-07-21,39.0,27.0,70.0,23.0,13.0,-1.0,10.0,2277.0,122.0,60.0,0.0,254.0,223.0,34.0,0.0,54.0,295.0
2020-07-22,18.0,9.0,-9.0,4.0,3.0,0.0,0.0,1555.0,61.0,21.0,0.0,142.0,36.0,27.0,0.0,15.0,44.0
2020-07-23,44.0,15.0,42.0,22.0,14.0,0.0,3.0,1704.0,61.0,94.0,0.0,153.0,64.0,23.0,0.0,15.0,81.0
