Date,Apache,Cochise,Coconino,Gila,Graham,Greenlee,La Paz,Maricopa,Mohave,Navajo,Out of AZ,Pima,Pinal,Santa Cruz,Unassigned,Yavapai,Yuma
2020-07-24,29.0,8.0,43.0,22.0,25.0,1.0,9.0,2366.0,77.0,36.0,0.0,285.0,240.0,28.0,8.0,44.0,136.0
2020-07-25,38.0,44.0,28.0,42.0,9.0,0.0,5.0,2678.0,79.0,21.0,0.0,372.0,164.0,43.0,-8.0,17.0,208.0
2020-07-26,12.0,25.0,9.0,28.0,4.0,8.0,1.0,1386.0,17.0,29.0,0.0,163.0,90.0,22.0,0.0,28.0,151.0
2020-07-27,10.0,11.0,12.0,-11.0,30.0,6.0,0.0,1311.0,27.0,1.0,0.0,146.0,93.0,0.0,0.0,32.0,145.0
2020-07-28,15.0,23.0,10.0,21.0,35.0,-2.0,3.0,1458.0,66.0,27.0,0.0,183.0,94.0,18.0,0.0,28.0,128.0
2020-07-29,5.0,20.0,23.0,6.0,11.0,0.0,0.0,1702.0,37.0,24.0,0.0,309.0,65.0,8.0,0.0,34.0,95.0
2020-07-30,19.0,25.0,30.0,48.0,-7.0,2.0,2.0,1704.0,37.0,52.0,0.0,283.0,155.0,34.0,0.0,37.0,104.0
2020-07-31,25.0,36.0,14.0,31.0,16.0,1.0,1.0,2441.0,53.0,20.0,0.0,283.0,115.0,22.0,0.0,35.0,119.0
2020-08-01,60.0,20.0,17.0,13.0,27.0,0.0,3.0,2002.0,72.0,53.0,0.0,308.0,163.0,11.0,0.0,45.0,198.0
2020-08-02,10.0,13.0,26.0,11.0,11.0,0.0,1.0,984.0,37.0,16.0,0.0,180.0,74.0,-2.0,0.0,40.0,64.0
2020-08-03,20.0,21.0,7.0,8.0,1.0,2.0,1.0,681.0,13.0,13.0,0.0,86.0,74.0,2.0,0.0,40.0,61.0
2020-08-04,14.0,-3.0,16.0,5.0,2.0,0.0,2.0,829.0,8.0,17.0,0.0,68.0,3.0,8.0,0.0,25.0,14.0
2020-08-05,21.0,6.0,20.0,25.0,19.0,0.0,0.0,1293.0,25.0,8.0,0.0,155.0,-7.0,15.0,0.0,21.0,97.0
2020-08-06,0.0,5.0,10.0,13.0,7.0,1.0,1.0,940.0,5.0,21.0,0.0,329.0,26.0,10.0,0.0,32.0,53.0
2020-08-07,32.0,8.0,22.0,3.0,11.0,0.0,1.0,902.0,69.0,22.0,0.0,204.0,4.0,8.0,0.0,30.0,81.0
2020-08-08,4.0,27.0,11.0,18.0,10.0,-1.0,0.0,621.0,3.0,16.0,0.0,231.0,29.0,7.0,0.0,14.0,64.0
2020-08-09,38.0,3.0,14.0,7.0,6.0,0.0,-2.0,508.0,36.0,6.0,0.0,152.0,22.0,4.0,0.0,24.0,-2.0
2020-08-10,1.0,8.0,9.0,4.0,4.0,0.0,1.0,318.0,16.0,1.0,0.0,116.0,0.0,9.0,0.0,14.0,99.0
2020-08-11,3.0,119.0,29.0,34.0,6.0,0.0,2.0,420.0,24.0,16.0,0.0,385.0,131.0,-2.0,1.0,22.0,24.0
2020-08-12,15.0,2.0,2.0,26.0,4.0,0.0,7.0,397.0,24.0,17.0,0.0,127.0,46.0,6.0,0.0,25.0,8.0
2020-08-13,6.0,15.0,16.0,2.0,15.0,0.0,2.0,580.0,35.0,22.0,0.0,493.0,61.0,23.0,0.0,19.0,62.0
2020-08-14,3.0,4.0,3.0,4.0,10.0,0.0,1.0,584.0,9.0,16.0,0.0,163.0,49.0,-2.0,-1.0,21.0,63.0
2020-08-15,20.0,9.0,18.0,16.0,12.0,0.0,1.0,513.0,54.0,5.0,0.0,149.0,19.0,1.0,0.0,29.0,87.0
2020-08-16,0.0,1.0,13.0,4.0,8.0,0.0,0.0,520.0,15.0,1.0,0.0,268.0,26.0,7.0,0.0,12.0,8.0
2020-08-17,0.0,1.0,8.0,0.0,5.0,0.0,0.0,177.0,5.0,3.0,0.0,162.0,67.0,1.0,0.0,14.0,25.0
2020-08-18,16.0,10.0,8.0,14.0,5.0,0.0,2.0,396.0,15.0,13.0,0.0,233.0,158.0,3.0,0.0,20.0,22.0
2020-08-19,12.0,-3.0,4.0,5.0,7.0,0.0,0.0,426.0,28.0,2.0,0.0,71.0,54.0,1.0,0.0,11.0,19.0
2020-08-20,8.0,6.0,13.0,12.0,3.0,0.0,2.0,416.0,43.0,7.0,0.0,92.0,76.0,2.0,0.0,6.0,37.0
2020-08-21,6.0,5.0,9.0,27.0,27.0,0.0,1.0,366.0,14.0,12.0,0.0,34.0,42.0,7.0,0.0,24.0,45.0
2020-08-22,18.0,11.0,14.0,14.0,13.0,0.0,0.0,519.0,16.0,11.0,0.0,273.0,42.0,17.0,0.0,14.0,34.0
2020-08-23,1.0,4.0,8.0,-1.0,5.0,0.0,-1.0,102.0,5.0,-2.0,0.0,29.0,38.0,7.0,1.0,7.0,5.0
2020-08-24,-1.0,0.0,5.0,3.0,0.0,1.0,1.0,175.0,11.0,-2.0,0.0,60.0,24.0,3.0,0.0,7.0,24.0
2020-08-25,8.0,3.0,15.0,7.0,25.0,0.0,1.0,328.0,34.0,27.0,0.0,384.0,21.0,-17.0,0.0,10.0,13.0
2020-08-26,6.0,4.0,2.0,-2.0,4.0,0.0,0.0,144.0,7.0,6.0,0.0,-8.0,15.0,-10.0,-1.0,1.0,18.0
2020-08-27,8.0,3.0,3.0,14.0,4.0,0.0,2.0,270.0,25.0,17.0,0.0,90.0,188.0,0.0,0.0,17.0,39.0
2020-08-28,6.0,4.0,18.0,6.0,5.0,0.0,0.0,282.0,19.0,23.0,0.0,71.0,53.0,2.0,0.0,7.0,23.0
2020-08-29,11.0,6.0,24.0,3.0,7.0,0.0,0.0,403.0,12.0,23.0,0.0,61.0,26.0,2.0,0.0,3.0,48.0
2020-08-30,-2.0,0.0,7.0,2.0,0.0,0.0,0.0,252.0,9.0,6.0,0.0,56.0,10.0,1.0,0.0,16.0,17.0
2020-08-31,0.0,1.0,6.0,0.0,0.0,0.0,0.0,87.0,9.0,0.0,0.0,32.0,26.0,5.0,0.0,8.0,0.0
2020-09-01,3.0,8.0,10.0,7.0,3.0,0.0,0.0,276.0,24.0,4.0,0.0,65.0,66.0,4.0,0.0,10.0,27.0
2020-09-02,10.0,6.0,12.0,4.0,18.0,0.0,0.0,342.0,12.0,23.0,0.0,8.0,74.0,0.0,0.0,3.0,7.0
2020-09-03,4.0,2.0,9.0,5.0,9.0,0.0,14.0,763.0,24.0,6.0,0.0,149.0,54.0,29.0,1.0,18.0,5.0
2020-09-04,5.0,6.0,18.0,3.0,6.0,0.0,2.0,386.0,25.0,10.0,0.0,131.0,95.0,10.0,0.0,3.0,28.0
2020-09-05,-1.0,4.0,19.0,3.0,6.0,0.0,3.0,361.0,47.0,9.0,0.0,260.0,100.0,2.0,0.0,9.0,14.0
2020-09-06,10.0,-1.0,-2.0,3.0,7.0,1.0,0.0,108.0,14.0,3.0,0.0,54.0,26.0,2.0,0.0,11.0,14.0
2020-09-07,3.0,0.0,4.0,1.0,3.0,0.0,0.0,40.0,1.0,6.0,0.0,112.0,16.0,0.0,-1.0,4.0,8.0
2020-09-08,-1.0,4.0,3.0,2.0,-1.0,0.0,0.0,36.0,-5.0,-2.0,0.0,35.0,2.0,1.0,0.0,0.0,7.0
2020-09-09,4.0,2.0,12.0,14.0,1.0,-1.0,1.0,284.0,12.0,4.0,0.0,36.0,103.0,3.0,0.0,17.0,4.0
2020-09-10,17.0,8.0,27.0,6.0,1.0,0.0,7.0,247.0,7.0,4.0,0.0,69.0,56.0,1.0,0.0,4.0,7.0
2020-09-11,-6.0,1.0,18.0,8.0,5.0,0.0,-1.0,316.0,5.0,12.0,0.0,107.0,14.0,1.0,0.0,18.0,23.0
2020-09-12,-2.0,4.0,37.0,5.0,1.0,1.0,1.0,405.0,6.0,6.0,0.0,110.0,14.0,3.0,0.0,10.0,4.0
2020-09-13,2.0,0.0,59.0,1.0,1.0,-1.0,1.0,215.0,3.0,3.0,0.0,61.0,13.0,-1.0,0.0,5.0,22.0
2020-09-14,0.0,0.0,3.0,0.0,0.0,0.0,0.0,82.0,2.0,8.0,0.0,93.0,4.0,2.0,0.0,4.0,15.0
2020-09-15,9.0,1.0,12.0,0.0,2.0,0.0,1.0,281.0,6.0,10.0,0.0,132.0,11.0,2.0,0.0,2.0,15.0
2020-09-16,15.0,1.0,59.0,8.0,0.0,0.0,1.0,281.0,13.0,14.0,0.0,244.0,34.0,7.0,3.0,8.0,10.0
2020-09-17,7.0,10.0,20.0,32.0,10.0,0.0,2.0,900.0,6.0,15.0,0.0,676.0,31.0,7.0,0.0,5.0,32.0
2020-09-18,23.0,1.0,94.0,9.0,1.0,0.0,4.0,194.0,69.0,7.0,0.0,750.0,74.0,14.0,1.0,15.0,26.0
2020-09-19,15.0,5.0,-25.0,15.0,1.0,0.0,-1.0,341.0,9.0,4.0,0.0,198.0,5.0,1.0,-1.0,9.0,33.0
2020-09-20,-4.0,3.0,31.0,1.0,4.0,0.0,2.0,270.0,1.0,4.0,0.0,99.0,19.0,3.0,1.0,14.0,22.0
2020-09-21,0.0,0.0,5.0,0.0,1.0,0.0,0.0,150.0,-1.0,-1.0,0.0,37.0,14.0,1.0,-3.0,0.0,27.0
2020-09-22,11.0,6.0,28.0,14.0,4.0,0.0,1.0,308.0,19.0,4.0,0.0,151.0,22.0,4.0,0.0,9.0,14.0
2020-09-23,14.0,-1.0,42.0,-2.0,11.0,1.0,0.0,95.0,16.0,12.0,0.0,206.0,25.0,-1.0,-1.0,6.0,15.0
2020-09-24,19.0,3.0,99.0,23.0,3.0,0.0,2.0,175.0,17.0,7.0,0.0,136.0,40.0,7.0,3.0,11.0,23.0
2020-09-25,12.0,4.0,67.0,19.0,4.0,0.0,7.0,169.0,10.0,11.0,0.0,125.0,42.0,4.0,-3.0,12.0,32.0
2020-09-26,18.0,8.0,55.0,17.0,3.0,0.0,-1.0,210.0,21.0,4.0,0.0,64.0,34.0,-1.0,2.0,10.0,15.0
2020-09-27,2.0,4.0,40.0,0.0,3.0,0.0,0.0,248.0,-1.0,2.0,0.0,83.0,9.0,3.0,-2.0,4.0,16.0
2020-09-28,0.0,-2.0,18.0,-1.0,0.0,0.0,0.0,166.0,8.0,-1.0,0.0,33.0,24.0,7.0,1.0,0.0,20.0
2020-09-29,1.0,2.0,35.0,25.0,22.0,0.0,1.0,361.0,12.0,-3.0,0.0,124.0,56.0,5.0,-1.0,26.0,8.0
2020-09-30,26.0,6.0,33.0,18.0,8.0,0.0,-1.0,118.0,7.0,18.0,0.0,59.0,15.0,1.0,0.0,8.0,7.0
2020-10-01,15.0,1.0,32.0,26.0,17.0,0.0,1.0,431.0,13.0,1.0,0.0,78.0,30.0,8.0,0.0,17.0,35.0
2020-10-02,4.0,6.0,32.0,53.0,1.0,0.0,3.0,279.0,16.0,8.0,0.0,78.0,13.0,20.0,0.0,7.0,31.0
2020-10-03,6.0,0.0,33.0,19.0,8.0,0.0,0.0,402.0,15.0,8.0,0.0,71.0,32.0,4.0,0.0,19.0,19.0
2020-10-04,0.0,1.0,12.0,7.0,8.0,1.0,0.0,215.0,2.0,1.0,0.0,70.0,28.0,2.0,0.0,8.0,0.0
2020-10-05,2.0,0.0,16.0,0.0,10.0,0.0,0.0,228.0,0.0,-2.0,0.0,55.0,1.0,6.0,0.0,0.0,0.0
2020-10-06,41.0,9.0,40.0,12.0,3.0,0.0,1.0,506.0,18.0,11.0,0.0,72.0,64.0,6.0,0.0,19.0,62.0
2020-10-07,20.0,6.0,12.0,5.0,3.0,0.0,5.0,425.0,7.0,20.0,0.0,40.0,49.0,-3.0,0.0,9.0,6.0
2020-10-08,12.0,3.0,42.0,19.0,6.0,0.0,3.0,525.0,4.0,23.0,0.0,125.0,60.0,3.0,0.0,27.0,11.0
2020-10-09,0.0,7.0,16.0,13.0,20.0,2.0,6.0,431.0,-1.0,3.0,0.0,70.0,54.0,5.0,0.0,10.0,47.0
2020-10-10,59.0,10.0,44.0,23.0,11.0,0.0,5.0,549.0,12.0,13.0,0.0,76.0,32.0,4.0,0.0,11.0,45.0
2020-10-11,-7.0,11.0,37.0,2.0,2.0,0.0,0.0,431.0,-1.0,11.0,0.0,39.0,19.0,5.0,0.0,13.0,35.0
2020-10-12,0.0,0.0,16.0,0.0,2.0,0.0,3.0,296.0,0.0,12.0,0.0,63.0,52.0,6.0,0.0,0.0,25.0
2020-10-13,2.0,7.0,31.0,12.0,9.0,2.0,1.0,436.0,7.0,13.0,0.0,51.0,47.0,7.0,1.0,15.0,43.0
2020-10-14,26.0,14.0,34.0,60.0,12.0,2.0,3.0,541.0,25.0,36.0,0.0,116.0,29.0,-1.0,-1.0,6.0,-1.0
2020-10-15,8.0,19.0,66.0,36.0,14.0,4.0,2.0,601.0,17.0,161.0,0.0,95.0,51.0,14.0,0.0,21.0,4.0
2020-10-16,9.0,10.0,14.0,61.0,30.0,-2.0,4.0,460.0,18.0,16.0,0.0,42.0,39.0,1.0,0.0,5.0,31.0
2020-10-17,28.0,10.0,41.0,31.0,15.0,4.0,8.0,590.0,22.0,0.0,0.0,74.0,65.0,5.0,0.0,13.0,67.0
2020-10-18,1.0,7.0,37.0,16.0,6.0,0.0,0.0,518.0,5.0,-40.0,0.0,68.0,27.0,8.0,0.0,10.0,27.0
2020-10-19,1.0,2.0,25.0,7.0,10.0,-1.0,1.0,560.0,-1.0,4.0,0.0,44.0,45.0,7.0,0.0,0.0,44.0
2020-10-20,17.0,28.0,43.0,24.0,15.0,11.0,16.0,601.0,29.0,49.0,0.0,64.0,97.0,1.0,0.0,22.0,23.0
2020-10-21,12.0,13.0,25.0,5.0,10.0,0.0,0.0,646.0,12.0,48.0,0.0,109.0,62.0,4.0,0.0,16.0,13.0
2020-10-22,15.0,18.0,74.0,35.0,20.0,2.0,4.0,574.0,11.0,21.0,0.0,80.0,45.0,6.0,0.0,27.0,62.0
2020-10-23,1.0,5.0,37.0,18.0,22.0,16.0,1.0,594.0,10.0,20.0,0.0,89.0,55.0,1.0,1.0,23.0,83.0
2020-10-24,28.0,7.0,66.0,11.0,5.0,0.0,0.0,482.0,22.0,26.0,0.0,120.0,51.0,4.0,0.0,10.0,58.0
2020-10-25,20.0,17.0,77.0,20.0,10.0,2.0,2.0,1005.0,6.0,46.0,0.0,67.0,11.0,6.0,-1.0,19.0,84.0
2020-10-26,11.0,-1.0,22.0,2.0,31.0,0.0,0.0,540.0,0.0,-3.0,0.0,91.0,43.0,3.0,0.0,0.0,62.0
2020-10-27,5.0,4.0,31.0,44.0,11.0,1.0,3.0,736.0,41.0,0.0,0.0,128.0,89.0,14.0,1.0,26.0,24.0
2020-10-28,44.0,25.0,44.0,7.0,23.0,-2.0,2.0,493.0,27.0,33.0,0.0,259.0,41.0,9.0,-1.0,20.0,19.0
2020-10-29,31.0,21.0,78.0,31.0,12.0,0.0,2.0,785.0,31.0,70.0,0.0,105.0,64.0,17.0,0.0,22.0,46.0
2020-10-30,27.0,22.0,58.0,20.0,27.0,0.0,4.0,992.0,24.0,42.0,0.0,229.0,21.0,16.0,0.0,21.0,62.0
2020-10-31,11.0,11.0,74.0,18.0,22.0,1.0,3.0,1033.0,45.0,42.0,0.0,302.0,159.0,7.0,0.0,40.0,133.0
